id,warId,year,yearAU,relativeYear,label,locationLabel,latitude,longitude,stoaId,currentCountry,outcome,civil,naval,siege,sack,final,period,y1,y2
55,13,-217,536,293,Battle of Lake Trasimene,Lake Trasimene,43.13944,12.1075,-,IT,L,n,n,n,n,,R,0.6937050242,-0.02638176779
56,13,-216,537,294,Battle of Cannae,Cannae,41.296496,16.15132,442523,IT,L,n,n,n,n,,R,0.7689674743,-0.06291029039
57,13,-216,537,294,First Battle of Nola,Nola,40.926823,14.524545,432981,IT,W,n,n,n,n,,R,0.7689674743,-0.06291029039
58,13,-215,538,295,Second Battle of Nola,Nola,40.926823,14.524545,432981,IT,W,n,n,n,n,,R,0.7013539061,-0.03975197759
59,13,-214,539,296,Third Battle of Nola,Nola,40.926823,14.524545,432981,IT,,n,n,n,n,,R,0.7013539061,-0.03975197759
60,13,-212,541,298,First Battle of Capua,Capua,41.0860925,14.250207,432754,IT,L,n,n,n,n,,R,0.7013539061,-0.03975197759
61,13,-212,541,298,Battle of Herdonia,Herdonia,41.3107496,15.6237042,442613,IT,L,n,n,n,n,,R,0.7689674743,-0.06291029039
62,13,-212,541,298,Battle of the Silarus,Silarus,40.5365504,15.0311303,442795,IT,L,n,n,n,n,,R,0.7095434811,-0.56243514
63,13,-211,542,299,Second Battle of Capua,Capua,41.0860925,14.250207,432754,IT,W,n,n,n,n,,R,0.7013539061,-0.03975197759
64,13,-211,542,299,Battle of the Upper Baetis,Upper Baetis,36.783,-6.35,-,ES,L,n,n,n,n,,R,0.5444864324,0.3646008553
65,13,-210,543,300,Second Battle of Herdonia,Herdonia,41.3107496,15.6237042,442613,IT,L,n,n,n,n,,R,0.4337410981,0.9960096787
66,13,-210,543,300,Battle of Numistro,Numistro,40.753576,15.486709,442693,IT,L,n,n,n,n,,R,0.4337410981,0.9960096787
67,13,-209,544,301,Battle of Asculum,Asculum,42.855397,13.574951,413036,IT,L,n,n,n,n,,R,0.4337410981,0.9960096787
68,13,-209,544,301,Battle of Baecula,Baecula,38.095872,-3.774889,265814,ES,W,n,n,n,n,,R,0.2768736244,1.400362512
69,13,-207,546,303,Battle of Carmona,Carmona,37.4703045,-5.6464685,256058,ES,W,n,n,n,n,,R,0.2768736244,1.400362512
70,13,-207,546,303,Battle of Grumentum,Grumentum,40.284832,15.9062905,442603,IT,,n,n,n,n,,R,0.4337410981,0.9960096787
71,13,-207,546,303,Battle of the Metaurus,Metaurus,43.688683,12.6583754,413199,IT,W,n,n,n,n,,R,0.4337410981,0.9960096787
72,13,-206,547,304,Battle of Carteia,Carteia,36.183163,-5.410359,256063,ES,W,n,y,n,n,,R,0.5023854038,0.3433059359
73,13,-206,547,304,Battle of the Guadalquivir,Guadalquivir,36.8273903,-6.3455489,256263,ES,W,n,n,n,n,,R,0.5904218927,0.2453320516
74,13,-206,547,304,Battle of Ilipa,Ilipa,37.518215,-5.978254,256222,ES,W,n,n,n,n,,R,0.5023854038,0.3433059359
75,13,-204,549,306,Battle of Crotona,Crotona,39.0811675,17.127966,452317,IT,,n,n,n,n,,R,0.7161768723,-0.06384753623
76,13,-203,550,307,Battle of Bagbrades,Bagbrades,37.057944,10.0625972,-,TN,W,n,n,n,n,,R,0.150104512,0.8863549065
77,13,-202,551,308,Battle of Zama,Zama,36.1118585,9.285729,315267,TN,W,n,n,n,n,,R,0.4294598256,0.003921598873
78,14,-200,553,310,Battle of Cremona,Cremona,45.133639,10.026149,383628,IT,W,n,n,n,n,,R,0.4931560912,-0.04832007266
79,17,-198,555,312,Battle of the Aous,Aous,40.6125045,19.4812849,481726,AL,W,n,n,n,n,,R,0.3876752174,-0.1760252499
80,17,-197,556,313,Battle of Cynoscephalae,Cynoscephalae,39.378033,22.415199,540719,GR,W,n,n,n,n,,R,0.3440113261,-0.04497686851
81,18,-194,559,316,Battle of Gythium,Gythium,36.7600725,22.5626005,570268,GR,W,n,n,n,n,,R,0.3440113261,-0.04497686851
82,,-194,559,316,Battle of Placentia,Placentia,45.0525855,9.6976645,383741,IT,W,n,n,n,n,,R,0.4611256581,-0.04963824114
83,,-193,560,317,Battle of Mutina,Mutina,44.647057,10.925223,383715,IT,W,n,n,n,n,,R,0.4314678497,-0.0508587675
84,19,-191,562,319,Battle of Thermopylae,Thermopylae,38.796,22.543644,541140,GR,W,n,n,n,n,,R,0.2686069609,-0.02921573253
85,19,-190,563,320,Battle of the Eurymedon,Eurymedon,37.1968531,31.1815439,638836,TR,W,n,y,n,n,,R,0.1908566045,-0.05256086688
86,19,-190,563,320,Battle of Myonessus,Myonessus,38.1721,26.7907,-,TR,W,n,y,n,n,,R,0.1725637847,-0.05359643881
87,19,-190,563,320,Battle of Magnesia,Magnesia,38.541317,27.4873015,550706,TR,W,n,n,n,n,,R,-0.01199677257,0.6607219449
88,20,-189,564,321,Battle of Ancyra,Ancyra,39.96282667,32.81975567,619103,TR,W,n,n,n,n,,R,0.1554904863,-0.05456297262
89,20,-189,564,321,Battle of Mount Olympus,Mount Olympus,40.06667,29.21667,511343,TR,W,n,n,n,n,,R,0.1395186909,-0.0554671494
90,21,-181,572,329,Battle of Manlian Pass,Manlian Pass,40.321049,-2.8937871,246322,ES,W,n,n,n,n,,R,0.2129408321,0.1969033647
91,22,-171,582,339,Battle of Callicinus,Callicinus,39.632098,22.419935,-,GR,L,n,n,n,n,,R,0.1735691282,-0.0375558451
92,22,-168,585,342,Battle of Pydna,Port of Carthage,36.8456504,10.3248036,836358555,TN,W,n,n,n,n,,R,0.1949275969,-0.003232968586
93,24,-148,605,362,Second Battle of Pydna,Pydna,40.25,22.75,491704,GR,W,n,n,n,n,,R,0.1580174829,-0.03892059079
94,25,-147,606,363,Battle of the Port of Carthage,Carthage,36.8500325,10.318,314921,TN,L,n,n,n,n,,R,0.2032554156,-0.02152371049
95,25,-147,606,363,Battle of Nepheris,Nepheris,36.615106,10.383068,315094,TN,W,n,n,n,n,,R,0.1634827284,-0.007901173548
96,25,-146,607,364,Battle of Carthage,Carthage,36.8500325,10.318,314921,TN,W,n,n,n,n,,R,0.006063429534,0.601370389
97,26,-146,607,364,Battle of Corinth,Corinth,37.90082115,22.89573724,570182,GR,W,n,n,n,n,,R,-0.01403865866,0.5690665052
98,23,-134,619,376,Siege of Numantia,Numantia,41.80938824,-2.444333385,246523,ES,W,n,n,y,n,,R,0.02301706261,0.7897339968
99,27,-112,641,398,Battle of Noreia,Noreia,47.013808,14.526732,197411,AT,L,n,n,n,n,,R,-0.06277464516,0.7580807369
100,27,-109,644,401,Battle of the Rhone River,Rhone River,,,-,-,L,n,n,n,n,,R,-0.0531156935,0.4739737356
101,28,-108,645,402,Battle of Muthul,Muthul,36.25,8.75,315086,TN,,n,n,n,n,,R,0.1355317341,-0.01205068907
102,27,-107,646,403,Battle of Burdigala,Burdigala,44.837205,-0.576533,138248,FR,L,n,n,n,n,,R,-0.08405129911,0.5970766001
103,27,-105,648,405,Battle of Arausio,Arausio,44.1367875,4.8079175,148054,FR,L,n,n,n,n,,R,-0.09095897125,0.5787071663
104,27,-102,651,408,Battle of Aquae Sextiae,Aquae Sextiae,45.68907973,5.9154928,167650,FR,W,n,n,n,n,,R,-0.09095897125,0.5787071663
105,27,-101,652,409,Battle of Vercellae,Vercellae,45.321094,8.426374,383815,IT,W,n,n,n,n,,R,0.07840605669,0.5004357263
106,29,-89,664,421,Battle of Asculum,Asculum,42.855397,13.574951,413036,IT,W,n,n,n,n,,R,0.2082538182,-0.06004483434
107,29,-89,664,421,Battle of Fucin Lake,Fucin Lake,41.995,13.547222,432853,IT,L,n,n,n,n,,R,0.05696804514,0.4705368453
108,30,-87,666,423,Siege of Athens,Athens,37.97281915,23.72374385,579885,GR,W,n,n,y,n,,R,-0.06287813513,0.4713176615
109,30,-86,667,424,Battle of Chaeronea,Chaeronea,38.495182,22.8434315,540701,GR,W,n,n,n,n,,R,0.06091452651,-0.04744192975
110,30,-86,667,424,Battle of Orchomenus,Orchomenus,38.49457533,22.978315,540987,GR,W,n,n,n,n,,R,0.06091452651,-0.04744192975
111,31,-83,670,427,Battle of Mount Tifata,Mount Tifata,41.25,14.25,433153,IT,C,y,n,n,n,,R,0.1681643801,-0.06169466009
112,34,-82,671,428,Battle of the Asio River,Asio River,43.55905465,13.2253118,413003,IT,C,y,n,n,n,,R,0.2011466085,-0.07299139804
113,34,-82,671,428,Battle of Clusium,Clusium,43.016367,11.9487025,413096,IT,C,y,n,n,n,,R,0.1681643801,-0.06169466009
114,34,-82,671,428,Second Battle of Clusium,Clusium,43.016367,11.9487025,413096,IT,C,y,n,n,n,,R,0.1681643801,-0.06169466009
115,34,-82,671,428,Battle of Colline Gate,Colline Gate,41.907339,12.498714,-,IT,C,y,n,n,n,,R,0.1681643801,-0.06169466009
116,34,-82,671,428,Battle of Faventia,Faventia,44.286236,11.883507,393420,IT,C,y,n,n,n,,R,0.02863924417,0.4310276098
117,34,-82,671,428,Battle of Fidentia,Fidentia,44.865109,10.061732,383648,IT,C,y,n,n,n,,R,0.2000921591,-0.1111791687
118,34,-82,671,428,Battle of Sacriporto,Sacriporto,41.875,12.375,208591878,IT,C,y,n,n,n,,R,0.06512585283,-0.1133816153
119,32,-82,671,428,Battle of Halys,Halys,41.6767598,35.9295291,857148,TR,L,n,n,n,n,,R,-0.1091189856,-0.1027330162
120,33,-80,673,430,Battle of the Baetis River,Baetis River,37.969207,-2.910335,256009,ES,L,n,n,n,n,,R,-0.04176988142,0.09019512079
121,35,-73,680,437,Battle of Cyzicus,Cyzicus,40.3855645,27.883191,511218,TR,W,n,n,n,n,,R,-0.1186697387,0.418712606
122,36,-73,680,437,Battle of Mount Vesuvius,Mount Vesuvius,40.8228645,14.4280779,433189,IT,L,n,n,n,n,,R,0.06306928728,0.3712352462
123,35,-72,681,438,Battle of Cabira,Cabira,40.5892125,37.0201215,857177,TR,W,n,n,n,n,,R,-0.1106707224,-0.3453730787
124,36,-72,681,438,First Battle of Mutina,Mutina,44.647057,10.925223,383715,IT,L,n,n,n,n,,R,0.02426463456,-0.10189428
125,36,-72,681,438,Battle of Picenum,Picenum,43.20182587,13.54464432,413253,IT,L,n,n,n,n,,R,0.05571280582,-0.1126655882
126,36,-71,682,439,Battle of Campania,Campania,42.5,12.5,991350,IT,L,n,n,n,n,,R,0.02426463456,-0.10189428
127,36,-71,682,439,Second Battle of Campania,Campania,42.5,12.5,991350,IT,W,n,n,n,n,,R,0.1642751237,-0.07364601542
128,36,-71,682,439,Battle of the Silarius,Silarius,40.5365504,15.0311303,442795,IT,W,n,n,n,n,,R,0.00809130998,-0.101036421
129,35,-69,684,441,Battle of Tigranocerta,Tigranocerta,38.069736,41.346114,874774,TR,W,n,n,n,n,,R,-0.2082019497,-0.1821523088
130,35,-68,685,442,Battle of Artaxata,Artaxata,39.94889533,44.53352067,874361,AM,W,n,n,n,n,,R,-0.1263709297,-0.5317515097
131,35,-66,687,444,Battle of the Lycus,Lycus,37.8809338,29.1001262,638967,TR,W,n,n,n,n,,R,-0.09443625637,-0.1116828955
132,37,-62,691,448,Battle of Pistoria,Pistoria,43.932766,10.9182435,403254,IT,C,y,n,n,n,,R,0.00809130998,-0.101036421
133,38,-58,695,452,Battle of the Arar,Arar,47.7018263,6.0421883,167652,FR,W,n,n,n,n,,R,-0.1011139049,-0.04697248716
134,38,-58,695,452,Battle of Bibracte,Bibracte,46.9208565,4.0360565,177473,FR,W,n,n,n,n,,R,-0.2501034055,0.4236586102
135,38,-58,695,452,"Battle of ""Belfort""",,,,,-,W,n,n,n,n,,R,-0.08831736004,-0.1561874715
136,38,-57,696,453,Battle of the Axona,Axona,49.0487801,2.1034696,108779,FR,W,n,n,n,n,,R,-0.03324585316,0.002944929617
137,38,-57,696,453,Battle of Octodurus,Octodurus,46.100848,7.073918,167859,CH,W,n,n,n,n,,R,-0.020573804,-0.113900454
138,38,-57,696,453,Battle of the Sabis,Sabis,50.3035216,4.1161292,109299,BE,W,n,n,n,n,,R,-0.003319165625,-0.1077725625
139,39,-53,700,457,Battle of Carrhae,Carrhae,36.8655215,39.0301785,658427,TR,L,n,n,n,n,,R,-0.02359751651,-0.06470129529
140,38,-52,701,458,Battle of Alesia,Alesia,47.536622,4.503884,177434,FR,W,n,n,n,n,,R,-0.001219278635,-0.01259912255
141,40,-49,704,461,Battle of the Bagradas River,Bagradas River,37.116667,10.216667,30218,TN,C,y,n,n,n,,R,0.02432245904,-0.0285604636
142,40,-49,704,461,Battle of Ilerda,Ilerda,41.6159535,0.625938,246431,ES,C,y,n,n,n,,R,0.03658678936,0.1077025718
143,40,-48,705,462,Battle of Dyrrachium,Dyrrachium,41.3163425,19.447355,481818,AL,C,y,n,n,n,,R,0.03393501599,-0.1244240799
144,40,-48,705,462,Battle of Pharsalus,Pharsalus,39.30915475,22.3563245,541042,GR,C,y,n,n,n,,R,-0.2167561816,0.343857891
145,40,-47,706,463,Battle of the Nile,Nile,19.21140877,30.56732963,727172,SD,C,y,n,n,n,,R,-0.01979605435,-0.1061248978
146,41,-47,706,463,Battle of Zela,Zela,40.304617,35.89152015,857382,TR,W,n,n,n,n,,R,-0.00889963773,-0.07488391919
147,40,-46,707,464,Battle of Ruspina,Ruspina,35.7742245,10.8291825,324803,TN,C,y,n,n,n,,R,0.03706442046,-0.04021822349
148,40,-46,707,464,Battle of Thapsus,Thapsus,35.622554,11.042848,324827,TN,C,y,n,n,n,,R,0.009467045676,-0.03076585092
149,40,-45,708,465,Battle of Munda,Munda,37.419687,-5.141862,256314,ES,C,y,n,n,n,,R,-0.1964734506,0.4768537715
150,42,-43,710,467,Battle of Forum Gallorum,Forum Gallorum,44.596736,11.053156,393425,IT,C,y,n,n,n,,R,0.06859584117,-0.06579226654
151,42,-43,710,467,Second Battle of Mutina,Mutina,44.647057,10.925223,383715,IT,C,y,n,n,n,,R,0.08675046338,-0.07502239043
152,42,-42,711,468,First Battle of Philippi,Philippi,41.013317,24.28360833,501482,GR,C,y,n,n,n,,R,-0.1273625735,-0.08722672874
153,42,-42,711,468,Second Battle of Philippi,Philippi,41.013317,24.28360833,501482,GR,C,y,n,n,n,,R,-0.1242721678,-0.284465658
154,44,-41,712,469,Battle of Perugia,Perugia,43.111192,12.3899085,413248,IT,C,y,n,n,n,,R,-0.04986310309,-0.09796242631
155,43,-36,717,474,Battle of Naulochus,Naulochus,38.221699,15.374469,462384,IT,W,n,y,n,n,,R,-0.02482104079,-0.1065395792
156,45,-31,722,479,Battle of Actium,Actium,38.953115,20.768402,530771,GR,C,y,y,n,n,,R,-0.135081577,-0.08705820962
157,46,-25,728,7,Siege of Aracillum,Aracillum,43.176488,-3.973369,236339,ES,W,n,n,y,n,,E,-0.08758765173,0.04093321689
158,46,-25,728,7,Battle of Vellica,Vellica,43.5,-4.5,236403,ES,W,n,n,n,n,,E,-0.08758765173,0.04093321689
159,47,-16,737,16,Clades Lolliana,Clades Lolliana,49.66019923,6.7871561,109277,DE,L,n,n,n,n,,E,-0.1799604797,-0.07410587576
160,47,-11,742,21,Battle of Lupia River,Lupia River,51.7538459,8.6917099,109125,DE,W,n,n,n,n,,E,-0.1828118134,-0.07425742178
161,,9,762,41,Battle of the Teutoburg Forest,Teutoburg Forest,52.408056,8.129444,-,DE,L,n,n,n,n,,E,-0.2783878163,0.2956574555
162,,16,769,48,Battle of the Weser River,Weser River,53.53556,8.56556,-,DE,W,n,n,n,n,,E,-0.2783878163,0.2956574555
163,48,43,796,75,Battle of the Medway,Medway,51.44,0.742,-,GB,W,n,n,n,n,,E,-0.2728698044,0.2925032692
164,48,50,803,82,Battle of Caer Caradoc,Caer Caradoc,52.0582,-2.3518,-,GB,W,n,n,n,n,,E,-0.2728698044,0.2925032692
165,49,58,811,90,Sack of Artaxata,Artaxata,39.94889533,44.53352067,874361,AM,W,n,n,n,y,,E,-0.174171535,-0.431077928
166,49,59,812,91,Capture of Tigranocerta,Tigranocerta,38.069736,41.346114,874774,TR,W,n,n,y,n,,E,-0.2649899354,0.259982193
167,50,60,813,92,Battle of Camulodunum,Camulodunum,53.654721,-1.8788195,79371,GB,L,n,n,n,n,,E,-0.09675428926,-0.04272785796
168,50,61,814,93,Battle of Watling Street,Watling Street,52.65625,-1.927139,-,GB,W,n,n,n,n,,E,-0.09675428926,-0.04272785796
169,49,62,815,94,Battle of Rhandeia,Rhandeia,,,876687,-,L,n,n,n,n,,E,-0.07894978228,-0.1035317162
170,51,66,819,98,Battle of Beth-Horon,Beth-Horon,,,-,-,L,n,n,n,n,,E,-0.2587003074,0.2139580225
171,52,69,822,101,First Battle of Bedriacum,Bedriacum,45.129535,10.442348,383584,IT,C,y,n,n,n,,E,-0.08311563518,-0.09619865887
172,52,69,822,101,Second Battle of Bedriacum,Bedriacum,45.129535,10.442348,383584,IT,C,y,n,n,n,,E,-0.0582621456,-0.275163077
173,52,69,822,101,Battle of Forum Julii,Forum Julii,43.43299,6.736984,-,FR,C,y,n,n,n,,E,-0.1665148965,-0.05673925198
174,48,71,824,103,Battle of Scotch Corner,Scotch Corner,,,-,-,W,n,n,n,n,,E,-0.1775979014,-0.1289766529
175,51,73,826,105,Siege of Masada,Masada,31.31625824,35.35368434,687968,IL,W,n,n,y,n,,E,-0.2038254167,-0.1326232578
176,48,83,836,115,Battle of Mons Graupius,Mons Graupius,56.735567,-3.090308857,92147,GB,W,n,n,n,n,,E,-0.1803904219,-0.07953098659
177,53,87,840,119,First Battle of Tapae,Tapae,45.5056,22.7247,211464,RO,L,n,n,n,n,,E,-0.09608207525,-0.1056278476
178,54,101,854,133,Second Battle of Tapae,Tapae,45.5056,22.7247,211464,RO,W,n,n,n,n,,E,-0.1162652299,-0.09871491845
179,54,102,855,134,Battle of Adamclisi,Adamclisi,44.09282595,27.9429605,217027,RO,W,n,n,n,n,,E,-0.1162652299,-0.09871491845
180,55,106,859,138,Battle of Sarmisegetusa,Sarmisegetusa,45.669615,23.323961,207425,RO,W,n,n,n,n,,E,-0.09608207525,-0.1056278476
181,59,170,923,202,Battle of Carnuntum,Carnuntum,48.113346,16.867891,128376,AT,L,n,n,n,n,,E,-0.1985554039,0.008302653835
182,59,179,932,211,Battle of Laugaricio,Laugaricio,48.893052,18.038558,128442,SK,W,n,n,n,n,,E,-0.2078354212,-0.1311361259
183,60,193,946,225,Battle of Cyzicus,Cyzicus,40.3855645,27.883191,511218,TR,C,y,n,n,n,,E,-0.2759671755,0.2096035686
184,60,193,946,225,Battle of Nicaea,Nicaea,40.42909367,29.71468167,511268,TR,C,y,n,n,n,,E,-0.2367748441,0.04481819059
185,60,194,947,226,Battle of Issus,Issus,36.8402925,36.1950485,658490,TR,C,y,n,n,n,,E,-0.2367748441,0.04481819059
186,60,197,950,229,Battle of Lugdunum,Lugdunum,45.758866,4.8194815,167717,FR,C,y,n,n,n,,E,-0.1091199971,-0.03491583659
187,56,198,951,230,Battle of Ctesiphon,Ctesiphon,33.094703,44.58122267,893976,IQ,W,n,n,y,n,,E,-0.1343074097,-0.09816261718
188,61,217,970,249,Battle of Nisibis,Nisibis,37.06751167,41.21544667,874623,TR,L,n,n,n,n,,E,-0.1243631447,-0.07040572237
189,62,218,971,250,Battle of Antioch,Antioch,36.2055,36.171806,-,TR,C,y,n,n,n,,E,-0.07797129495,-0.1069364155
190,63,235,988,267,Battle at the Harzhorn,Harzhorn,,,-,-,W,n,n,n,n,,E,-0.1938016281,-0.1243382329
191,62,238,991,270,Battle of Carthage,Carthage,36.8500325,10.318,314921,TN,C,y,n,n,n,,E,-0.1498324557,-0.07702746473
192,61,243,996,275,Battle of Resaena,Resaena,32.083333,34.95,,IL,W,n,n,n,n,,E,-0.2115859739,-0.1297643546
193,63,250,1003,282,Battle of Philippopolis,Philippopolis,42.145589,24.749474,216927,BG,L,n,n,y,n,,E,-0.2081709048,-0.1285820409
194,63,251,1004,283,Battle of Abrittus,Abrittus,,,-,-,L,n,n,n,n,,E,-0.2702624304,0.1715936689
